p_partkey,p_name,p_mfgr,p_brand,p_type actual,p_size,p_container,p_retailprice,p_comment,p_type
1623,blue navy forest almond misty,Manufacturer#5,Brand#51,ECONOMY PLATED NICKEL,49,WRAP DRUM,1524.62,s haggle quickly ,18
1624,dark lavender gainsboro sandy purple,Manufacturer#4,Brand#44,LARGE ANODIZED BRASS,19,LG PKG,1525.62,y slyly thin fo,26
1625,orange pale honeydew rose sandy,Manufacturer#4,Brand#44,SMALL PLATED TIN,43,MED DRUM,1526.62,encies. pending excuse,120
1626,lavender smoke black dark white,Manufacturer#4,Brand#45,ECONOMY PLATED TIN,34,MED DRUM,1527.62,owly ironic inst,20
1627,lawn ghost yellow plum brown,Manufacturer#3,Brand#33,MEDIUM BRUSHED STEEL,13,SM DRUM,1528.62,ly silent instructio,59
1628,khaki smoke powder plum tan,Manufacturer#3,Brand#31,MEDIUM BURNISHED COPPER,40,JUMBO PKG,1529.62,n requests. bo,62
1629,smoke royal cornflower spring powder,Manufacturer#2,Brand#25,MEDIUM BRUSHED NICKEL,10,WRAP PACK,1530.62,ar pa,58
1630,orchid brown frosted sandy slate,Manufacturer#4,Brand#45,PROMO POLISHED BRASS,3,MED DRUM,1531.63,nic theodolites. sile,96
1631,aquamarine lavender forest plum coral,Manufacturer#2,Brand#23,SMALL BURNISHED COPPER,49,JUMBO PACK,1532.63,inal package,112
1632,beige cornsilk cornflower lawn indian,Manufacturer#4,Brand#43,STANDARD PLATED COPPER,4,SM PACK,1533.63,ironic reques,142
1633,honeydew mint indian antique khaki,Manufacturer#3,Brand#35,MEDIUM BRUSHED STEEL,33,WRAP BOX,1534.63,its do use ,59
1634,blush lawn thistle slate lime,Manufacturer#2,Brand#21,ECONOMY PLATED BRASS,15,LG CAN,1535.63,ven attainment,16
1635,smoke peru black red coral,Manufacturer#2,Brand#23,LARGE PLATED NICKEL,34,SM DRUM,1536.63,nal pe,43
1636,linen blanched drab ivory turquoise,Manufacturer#2,Brand#22,PROMO PLATED STEEL,50,SM PACK,1537.63,ang carefully,94
1637,dim goldenrod burlywood floral medium,Manufacturer#4,Brand#42,PROMO BRUSHED BRASS,48,LG DRUM,1538.63,play. carefully dari,81
1638,lavender navy dark saddle misty,Manufacturer#5,Brand#51,LARGE PLATED COPPER,35,WRAP BAG,1539.63,gular pack,42
1639,sienna goldenrod yellow black ivory,Manufacturer#4,Brand#41,MEDIUM BRUSHED COPPER,5,SM PACK,1540.63,cial theodolites are a,57
1640,metallic burlywood light peach khaki,Manufacturer#5,Brand#51,MEDIUM ANODIZED STEEL,2,WRAP BAG,1541.64, ironic orb,54
1641,navajo forest blue white moccasin,Manufacturer#1,Brand#12,MEDIUM PLATED BRASS,21,LG DRUM,1542.64,eas are furiously ,66
1642,floral navajo aquamarine coral rose,Manufacturer#5,Brand#52,SMALL BURNISHED STEEL,47,JUMBO BOX,1543.64,ong th,114
1643,dark purple chocolate moccasin peru,Manufacturer#1,Brand#13,LARGE ANODIZED TIN,19,JUMBO CASE,1544.64,ironic pinto beans are,30
1644,blue chiffon burlywood steel pale,Manufacturer#3,Brand#31,PROMO PLATED STEEL,38,MED PACK,1545.64, silent p,94
1645,orchid moccasin burlywood forest aquamarine,Manufacturer#1,Brand#14,STANDARD BRUSHED COPPER,41,JUMBO JAR,1546.64,kly according to th,132
1646,khaki smoke tan dark burnished,Manufacturer#4,Brand#43,PROMO ANODIZED STEEL,11,SM DRUM,1547.64, cajole furio,79
1647,plum lime chiffon forest azure,Manufacturer#1,Brand#14,STANDARD POLISHED TIN,38,SM CAN,1548.64,arefull,150
1648,dark light cream cornsilk antique,Manufacturer#4,Brand#42,LARGE POLISHED BRASS,13,WRAP BAG,1549.64,sits h,46
1649,red coral saddle deep wheat,Manufacturer#5,Brand#54,LARGE ANODIZED BRASS,49,MED CASE,1550.64,ometimes,26
1650,lawn powder cyan peach saddle,Manufacturer#1,Brand#15,STANDARD POLISHED STEEL,34,WRAP PACK,1551.65,y ironic asym,149
1651,navy dodger lace burnished hot,Manufacturer#3,Brand#32,LARGE ANODIZED NICKEL,33,JUMBO DRUM,1552.65, foxes. even ex,28
1652,slate almond brown drab violet,Manufacturer#1,Brand#12,PROMO BRUSHED STEEL,20,JUMBO BOX,1553.65, furiously ,84
1653,medium chiffon coral frosted sky,Manufacturer#3,Brand#35,STANDARD BURNISHED NICKEL,27,LG PACK,1554.65, epitaphs use. pac,138
1654,tomato indian papaya bisque rosy,Manufacturer#2,Brand#22,SMALL BURNISHED TIN,2,LG JAR,1555.65,cies. carefully specia,115
1655,sienna beige violet azure maroon,Manufacturer#3,Brand#35,MEDIUM BRUSHED COPPER,6,SM CASE,1556.65,ctions affix fur,57
1656,navajo deep goldenrod forest powder,Manufacturer#2,Brand#22,PROMO POLISHED BRASS,7,JUMBO JAR,1557.65,y requests? furiou,96
1657,navajo aquamarine sky smoke chiffon,Manufacturer#3,Brand#33,PROMO PLATED TIN,17,WRAP CASE,1558.65,ing to the furious,95
1658,papaya dodger cyan wheat lace,Manufacturer#3,Brand#34,MEDIUM BURNISHED TIN,20,SM BAG,1559.65,al depo,65
1659,peru cyan goldenrod khaki indian,Manufacturer#5,Brand#55,PROMO BURNISHED STEEL,14,SM CAN,1560.65,hithout the blithely e,89
1660,lemon ivory brown dim orchid,Manufacturer#4,Brand#45,MEDIUM BRUSHED NICKEL,38,SM CASE,1561.66,ideas. carefully fi,58
1661,lace burlywood drab blanched steel,Manufacturer#3,Brand#34,ECONOMY ANODIZED COPPER,41,SM PKG,1562.66,fluffily final account,2
1662,black lime papaya goldenrod dodger,Manufacturer#1,Brand#11,ECONOMY BRUSHED STEEL,34,MED PKG,1563.66, impress furiou,9
1663,yellow blanched lace blue green,Manufacturer#2,Brand#23,PROMO ANODIZED COPPER,2,WRAP PACK,1564.66, instructions. ,77
1664,antique midnight honeydew red metallic,Manufacturer#2,Brand#22,SMALL ANODIZED BRASS,31,MED CASE,1565.66,xpress Tiresia,101
1665,seashell almond spring goldenrod blush,Manufacturer#4,Brand#45,STANDARD BURNISHED BRASS,27,WRAP DRUM,1566.66,sts after the,136
1666,violet peach snow midnight maroon,Manufacturer#3,Brand#35,LARGE PLATED BRASS,24,WRAP PKG,1567.66,egular instructions.,41
1667,pale drab dodger orchid violet,Manufacturer#3,Brand#34,SMALL ANODIZED STEEL,23,LG BAG,1568.66,er the blithely f,104
1668,indian aquamarine forest sandy light,Manufacturer#2,Brand#25,PROMO PLATED COPPER,33,LG CAN,1569.66,lyly re,92
1669,purple khaki thistle steel dodger,Manufacturer#1,Brand#12,SMALL ANODIZED BRASS,39,LG JAR,1570.66,al gifts. expres,101
1670,black navy antique cream olive,Manufacturer#1,Brand#14,MEDIUM POLISHED TIN,49,WRAP CASE,1571.67,ess packages sleep. bo,75
1671,midnight burlywood lemon puff plum,Manufacturer#2,Brand#25,PROMO ANODIZED COPPER,28,SM PACK,1572.67,ronic,77
1672,blue linen slate white ivory,Manufacturer#5,Brand#52,LARGE ANODIZED STEEL,41,MED CAN,1573.67,. pint,29
1673,orange dodger burnished linen ghost,Manufacturer#2,Brand#22,MEDIUM ANODIZED TIN,7,MED PACK,1574.67,nal theodolites. q,55
1674,chocolate saddle lawn aquamarine cream,Manufacturer#1,Brand#13,MEDIUM PLATED STEEL,38,MED BAG,1575.67, beans. fl,69
1675,lawn orchid cornsilk spring lemon,Manufacturer#3,Brand#32,SMALL POLISHED TIN,45,MED PACK,1576.67,eans nag across,125
1676,bisque lavender brown powder floral,Manufacturer#4,Brand#45,MEDIUM BURNISHED BRASS,33,SM JAR,1577.67,en ideas. bo,61
1677,salmon hot blush tomato snow,Manufacturer#3,Brand#32,MEDIUM BURNISHED COPPER,44,LG BOX,1578.67,"unts. regular, regu",62
1678,steel khaki dark peach metallic,Manufacturer#1,Brand#15,SMALL BRUSHED STEEL,20,SM DRUM,1579.67,al ideas. slyly unus,109
1679,white blanched steel rosy plum,Manufacturer#3,Brand#34,MEDIUM POLISHED COPPER,38,JUMBO PKG,1580.67,ites. blithely i,72
1680,pink yellow blanched ghost navy,Manufacturer#2,Brand#24,PROMO PLATED BRASS,18,SM BAG,1581.68,sly! regular decoys h,91
1681,pink azure plum ghost lemon,Manufacturer#1,Brand#15,PROMO BRUSHED NICKEL,18,JUMBO CAN,1582.68,y caref,83
1682,lavender midnight bisque coral purple,Manufacturer#3,Brand#31,SMALL ANODIZED COPPER,3,WRAP CASE,1583.68,. regula,102
1683,spring misty steel thistle cyan,Manufacturer#1,Brand#12,PROMO BRUSHED STEEL,34,LG BOX,1584.68,ng dependencie,84
1684,burnished blush steel violet forest,Manufacturer#2,Brand#23,LARGE BRUSHED NICKEL,26,LG JAR,1585.68," the express, re",33
1685,blanched lawn slate dim honeydew,Manufacturer#3,Brand#34,ECONOMY BRUSHED COPPER,48,MED JAR,1586.68,ly regular exc,7
1686,blue smoke blush tomato lavender,Manufacturer#2,Brand#21,MEDIUM BURNISHED STEEL,23,SM BAG,1587.68,y final accounts ,64
1687,chiffon light steel lime lavender,Manufacturer#5,Brand#54,STANDARD POLISHED NICKEL,6,JUMBO PKG,1588.68,carefully b,148
1688,olive blush papaya magenta burnished,Manufacturer#5,Brand#54,ECONOMY POLISHED NICKEL,22,MED JAR,1589.68,pendencies. regular,23
1689,plum violet beige antique rosy,Manufacturer#2,Brand#22,LARGE BURNISHED STEEL,7,SM JAR,1590.68,efully r,39
1690,hot yellow navajo salmon dim,Manufacturer#3,Brand#33,SMALL POLISHED NICKEL,34,JUMBO CASE,1591.69, nag blithely blithe,123
1691,cyan honeydew mint lace lavender,Manufacturer#5,Brand#55,PROMO BURNISHED BRASS,12,SM BOX,1592.69,regular deposits a,86
1692,green drab maroon almond dim,Manufacturer#5,Brand#52,SMALL BRUSHED TIN,31,MED DRUM,1593.69,ites. even accou,110
1693,seashell cornflower rose tomato dodger,Manufacturer#2,Brand#21,LARGE BRUSHED BRASS,27,MED PKG,1594.69,ly th,31
1694,sky brown azure royal seashell,Manufacturer#3,Brand#31,STANDARD BURNISHED NICKEL,33,WRAP BAG,1595.69,refully. qu,138
1695,linen magenta almond saddle pink,Manufacturer#3,Brand#35,PROMO POLISHED BRASS,28,SM CAN,1596.69,slyly eve,96
1696,black firebrick antique sandy orange,Manufacturer#1,Brand#11,SMALL PLATED COPPER,46,SM DRUM,1597.69,ual deposit,117
1697,midnight green tomato linen blanched,Manufacturer#3,Brand#35,LARGE BURNISHED STEEL,44,WRAP BOX,1598.69,furiously bold deposi,39
1698,purple bisque burlywood thistle cream,Manufacturer#3,Brand#33,PROMO BRUSHED BRASS,30,MED PACK,1599.69, carefully express ins,81
1699,tan coral gainsboro dodger bisque,Manufacturer#4,Brand#44,ECONOMY BRUSHED STEEL,26,LG BOX,1600.69,s along,9
1700,blush dodger coral chiffon black,Manufacturer#1,Brand#12,ECONOMY PLATED NICKEL,27,MED JAR,1601.7, ironic pinto bean,18
1701,navy blanched deep goldenrod black,Manufacturer#2,Brand#22,STANDARD PLATED COPPER,20,JUMBO BOX,1602.7,ully. deposit,142
1702,indian coral seashell drab frosted,Manufacturer#1,Brand#13,MEDIUM BRUSHED NICKEL,26,MED CASE,1603.7," even, final packa",58
1703,azure goldenrod blanched rosy almond,Manufacturer#2,Brand#22,ECONOMY PLATED BRASS,40,LG DRUM,1604.7,c requests! bl,16
1704,cornsilk honeydew thistle seashell floral,Manufacturer#2,Brand#24,SMALL BURNISHED NICKEL,48,JUMBO CASE,1605.7,"sits. even, speci",113
1705,floral lawn forest rosy plum,Manufacturer#2,Brand#25,PROMO BURNISHED STEEL,18,WRAP PACK,1606.7,uriously final pint,89
1706,mint green papaya burnished tomato,Manufacturer#1,Brand#13,ECONOMY BRUSHED BRASS,7,JUMBO PKG,1607.7,riously regul,6
1707,misty goldenrod sienna plum hot,Manufacturer#5,Brand#51,LARGE POLISHED NICKEL,46,WRAP BAG,1608.7,the even packag,48
1708,frosted blue red sienna black,Manufacturer#2,Brand#21,ECONOMY BRUSHED COPPER,30,MED PACK,1609.7,"press, ",7
1709,azure rosy dodger violet aquamarine,Manufacturer#5,Brand#55,LARGE ANODIZED COPPER,7,SM PACK,1610.7,s the r,27
1710,orange khaki olive navajo steel,Manufacturer#4,Brand#43,PROMO BURNISHED STEEL,3,JUMBO BOX,1611.71,ainst the de,89
1711,gainsboro burlywood sandy blue indian,Manufacturer#5,Brand#55,MEDIUM BRUSHED TIN,45,LG BAG,1612.71,r accounts,60
1712,puff pink saddle slate aquamarine,Manufacturer#2,Brand#25,LARGE POLISHED STEEL,1,JUMBO CASE,1613.71,"s, ironic patterns",49
1713,blanched maroon red cream brown,Manufacturer#2,Brand#24,PROMO BRUSHED STEEL,12,WRAP PACK,1614.71,y regular foxes. ,84
1714,azure ivory sienna gainsboro salmon,Manufacturer#3,Brand#31,MEDIUM POLISHED TIN,44,MED CAN,1615.71,iously quickl,75
1715,cream chartreuse hot white floral,Manufacturer#4,Brand#44,ECONOMY PLATED COPPER,37,LG CASE,1616.71,carefully along ,17
1716,bisque dim lawn navy tomato,Manufacturer#3,Brand#32,SMALL BRUSHED COPPER,12,WRAP DRUM,1617.71,sly ir,107
1717,goldenrod forest dodger cornflower dark,Manufacturer#3,Brand#33,SMALL BURNISHED TIN,21,MED JAR,1618.71,ornis are blit,115
1718,thistle dark forest yellow tan,Manufacturer#2,Brand#24,STANDARD POLISHED NICKEL,14,WRAP JAR,1619.71,sts. quickly pending ,148
1719,cyan ivory snow peru antique,Manufacturer#5,Brand#52,ECONOMY POLISHED NICKEL,29,JUMBO JAR,1620.71,te blithely,23
1720,rosy white cornflower green forest,Manufacturer#3,Brand#35,ECONOMY ANODIZED NICKEL,1,WRAP CASE,1621.72,"d, silen",3
1721,spring pale moccasin orange cyan,Manufacturer#1,Brand#15,ECONOMY BURNISHED STEEL,39,SM PACK,1622.72,"nt, pen",14
1722,steel antique gainsboro forest chartreuse,Manufacturer#5,Brand#55,STANDARD PLATED TIN,44,WRAP CAN,1623.72,pecial request,145
1723,wheat chiffon ghost slate green,Manufacturer#5,Brand#55,LARGE BRUSHED TIN,50,WRAP PACK,1624.72, requests. sly,35
1724,dim thistle deep steel white,Manufacturer#3,Brand#33,ECONOMY PLATED STEEL,34,WRAP CASE,1625.72,en theod,19
1725,magenta honeydew goldenrod lime burlywood,Manufacturer#5,Brand#51,STANDARD ANODIZED BRASS,22,LG CAN,1626.72,en foxes. slyl,126
1726,navy deep midnight chartreuse drab,Manufacturer#3,Brand#35,LARGE PLATED COPPER,28,JUMBO JAR,1627.72,ickly furious,42
1727,plum powder hot misty lemon,Manufacturer#3,Brand#33,SMALL PLATED BRASS,6,WRAP CAN,1628.72,es. final deposits try,116
1728,steel dim frosted cornsilk rose,Manufacturer#5,Brand#55,SMALL POLISHED BRASS,10,LG PACK,1629.72,s wake slyly. sly,121
1729,burnished grey midnight pink sky,Manufacturer#3,Brand#33,SMALL BRUSHED COPPER,17,WRAP BAG,1630.72,urts ha,107
1730,gainsboro maroon black cornsilk coral,Manufacturer#1,Brand#13,ECONOMY BRUSHED COPPER,47,MED PACK,1631.73,l accou,7
1731,beige lawn firebrick rosy pink,Manufacturer#3,Brand#32,ECONOMY PLATED STEEL,40,MED DRUM,1632.73,ealthily regular,19
1732,drab tan white orange cyan,Manufacturer#1,Brand#15,LARGE BURNISHED COPPER,6,LG DRUM,1633.73,arefully final the,37
1733,honeydew burlywood green lemon firebrick,Manufacturer#3,Brand#33,STANDARD PLATED NICKEL,8,WRAP DRUM,1634.73,efully regular,143
1734,rosy peru steel white chocolate,Manufacturer#5,Brand#54,PROMO POLISHED NICKEL,42,LG CASE,1635.73,usly regular shea,98
1735,linen chartreuse peru drab puff,Manufacturer#4,Brand#44,STANDARD PLATED TIN,7,JUMBO JAR,1636.73,ests.,145
1736,firebrick gainsboro olive dodger tomato,Manufacturer#2,Brand#24,ECONOMY POLISHED NICKEL,38,SM PKG,1637.73,ggle against ,23
1737,violet beige misty midnight green,Manufacturer#3,Brand#32,ECONOMY POLISHED BRASS,29,WRAP PKG,1638.73, furiously. f,21
1738,azure blush linen brown chartreuse,Manufacturer#5,Brand#52,LARGE ANODIZED NICKEL,4,WRAP CAN,1639.73,"the special, final",28
1739,honeydew cream sienna dodger deep,Manufacturer#2,Brand#24,MEDIUM BURNISHED COPPER,47,JUMBO BOX,1640.73,orses. fluffily i,62
1740,peach misty burnished maroon snow,Manufacturer#2,Brand#21,STANDARD BURNISHED TIN,16,WRAP CAN,1641.74,. special acco,140
1741,bisque green medium seashell pale,Manufacturer#5,Brand#52,SMALL ANODIZED STEEL,9,JUMBO BAG,1642.74,ions. furiously ,104
1742,powder blue forest black blush,Manufacturer#5,Brand#54,STANDARD BURNISHED BRASS,43,WRAP DRUM,1643.74,ely along the furiousl,136
1743,blue dark khaki azure navy,Manufacturer#3,Brand#31,LARGE PLATED STEEL,30,JUMBO JAR,1644.74,r accounts ,44
1744,cream lavender almond sienna rosy,Manufacturer#2,Brand#24,LARGE POLISHED BRASS,27,JUMBO BOX,1645.74,es. accounts ,46
1745,burnished aquamarine plum saddle indian,Manufacturer#3,Brand#31,SMALL BURNISHED COPPER,24,MED PKG,1646.74,uriously,112
1746,forest lime burlywood lawn gainsboro,Manufacturer#1,Brand#13,MEDIUM POLISHED NICKEL,37,WRAP DRUM,1647.74, pinto beans.,73
1747,moccasin peru lawn chartreuse seashell,Manufacturer#5,Brand#55,SMALL BURNISHED COPPER,28,LG CAN,1648.74,nto b,112
1748,mint orange lavender lime ivory,Manufacturer#4,Brand#45,ECONOMY POLISHED STEEL,34,JUMBO CAN,1649.74,ounts sleep accordin,24
1749,burnished turquoise slate orange firebrick,Manufacturer#3,Brand#32,LARGE BURNISHED COPPER,29,MED CASE,1650.74,lthily final acco,37
1750,red pink grey linen dark,Manufacturer#2,Brand#23,SMALL PLATED NICKEL,44,JUMBO BAG,1651.75,arefully express ,118
1751,papaya chiffon chartreuse burnished metallic,Manufacturer#2,Brand#21,ECONOMY PLATED COPPER,24,SM CASE,1652.75,ously ato,17
1752,burnished cream snow burlywood smoke,Manufacturer#1,Brand#11,PROMO BRUSHED NICKEL,22,SM PACK,1653.75,riously ,83
1753,misty goldenrod gainsboro thistle almond,Manufacturer#2,Brand#24,ECONOMY POLISHED TIN,50,MED PACK,1654.75,y ironic bra,25
1754,azure coral dark hot khaki,Manufacturer#1,Brand#11,LARGE BURNISHED NICKEL,39,LG CASE,1655.75,inst the slyly ,38
1755,lime orchid forest cyan white,Manufacturer#4,Brand#41,ECONOMY PLATED STEEL,43,LG PACK,1656.75,e slyly even dugou,19
1756,ivory sienna metallic salmon tan,Manufacturer#5,Brand#52,ECONOMY POLISHED COPPER,10,WRAP CASE,1657.75,beans. ideas wa,22
1757,dark khaki violet lace dodger,Manufacturer#4,Brand#43,ECONOMY BRUSHED BRASS,33,SM DRUM,1658.75,e furiously re,6
1758,navy white maroon almond misty,Manufacturer#1,Brand#13,PROMO ANODIZED NICKEL,39,MED DRUM,1659.75,ccounts!,78
1759,antique spring brown orange violet,Manufacturer#1,Brand#15,PROMO POLISHED TIN,43,SM BAG,1660.75,ular foxes,100
1760,floral metallic honeydew chiffon sienna,Manufacturer#2,Brand#22,STANDARD PLATED NICKEL,3,LG BOX,1661.76,ind s,143
1761,lace blush wheat powder medium,Manufacturer#4,Brand#41,STANDARD ANODIZED BRASS,42,SM JAR,1662.76,cross the regul,126
1762,cornflower chocolate blanched smoke slate,Manufacturer#3,Brand#34,SMALL BURNISHED COPPER,7,SM DRUM,1663.76,ages n,112
1763,blush floral chocolate powder misty,Manufacturer#2,Brand#22,LARGE BURNISHED TIN,36,SM BAG,1664.76,"fter the special, re",40
1764,frosted hot chocolate chiffon dim,Manufacturer#5,Brand#51,SMALL BRUSHED TIN,13,JUMBO BAG,1665.76,hogs use across,110
1765,sienna gainsboro frosted violet red,Manufacturer#2,Brand#24,PROMO ANODIZED STEEL,50,JUMBO DRUM,1666.76,usly slyly fi,79
1766,grey black sandy dodger deep,Manufacturer#3,Brand#33,MEDIUM BRUSHED TIN,18,JUMBO BOX,1667.76,"sts. bold, u",60
1767,beige dark frosted powder chartreuse,Manufacturer#4,Brand#42,ECONOMY POLISHED TIN,1,WRAP BOX,1668.76,unts. care,25
1768,sienna bisque orange black drab,Manufacturer#5,Brand#54,MEDIUM ANODIZED NICKEL,10,LG DRUM,1669.76, packages above th,53
1769,blush linen burnished puff slate,Manufacturer#5,Brand#55,LARGE BRUSHED NICKEL,9,WRAP DRUM,1670.76,ily ironic requests.,33
1770,aquamarine forest powder peru green,Manufacturer#5,Brand#55,STANDARD PLATED TIN,24,WRAP PKG,1671.77,pecial warthog,145
1771,papaya forest gainsboro cyan burnished,Manufacturer#4,Brand#42,MEDIUM PLATED NICKEL,2,WRAP JAR,1672.77,nding deposits,68
1772,smoke honeydew antique burnished frosted,Manufacturer#4,Brand#44,PROMO POLISHED STEEL,6,MED BAG,1673.77,luffily ironic pi,99
1773,sandy turquoise indian firebrick tan,Manufacturer#5,Brand#52,LARGE ANODIZED TIN,12,MED JAR,1674.77,quickly,30
1774,khaki lace red purple burnished,Manufacturer#4,Brand#45,LARGE PLATED STEEL,22,SM DRUM,1675.77,"ven, pendin",44
1775,misty dim ghost aquamarine lemon,Manufacturer#4,Brand#41,STANDARD ANODIZED STEEL,12,LG PKG,1676.77,. carefully f,129
1776,royal cream orange indian sandy,Manufacturer#2,Brand#24,PROMO PLATED NICKEL,13,JUMBO CAN,1677.77, excuses,93
1777,burnished bisque gainsboro dark chocolate,Manufacturer#3,Brand#33,ECONOMY PLATED STEEL,48,WRAP JAR,1678.77,tructions haggle,19
1778,light midnight chocolate salmon maroon,Manufacturer#3,Brand#32,SMALL ANODIZED TIN,9,JUMBO DRUM,1679.77, instruc,105
1779,rose wheat cornflower powder dodger,Manufacturer#5,Brand#53,LARGE PLATED BRASS,9,LG DRUM,1680.77,ithely special ,41
1780,linen frosted forest sky midnight,Manufacturer#3,Brand#31,STANDARD PLATED TIN,38,JUMBO JAR,1681.78,gular requests. c,145
1781,goldenrod hot firebrick deep navy,Manufacturer#4,Brand#45,PROMO ANODIZED BRASS,11,WRAP CAN,1682.78,sits; slyly regular,76
1782,firebrick seashell light bisque metallic,Manufacturer#5,Brand#51,STANDARD BURNISHED COPPER,19,WRAP JAR,1683.78,its. depo,137
1783,mint plum violet metallic powder,Manufacturer#3,Brand#34,ECONOMY ANODIZED BRASS,30,WRAP PACK,1684.78,olphins are fl,1
1784,brown black burlywood orange salmon,Manufacturer#2,Brand#23,PROMO BRUSHED NICKEL,34,MED PKG,1685.78,ets. r,83
1785,chocolate dim firebrick olive blue,Manufacturer#3,Brand#33,SMALL BRUSHED STEEL,42,JUMBO CASE,1686.78,n packag,109
1786,floral aquamarine deep powder chocolate,Manufacturer#3,Brand#34,STANDARD PLATED STEEL,11,MED PACK,1687.78,ve the blithely fi,144
1787,lemon hot indian olive steel,Manufacturer#5,Brand#54,PROMO ANODIZED COPPER,38,LG CASE,1688.78,"posits. regular, p",77
1788,powder violet magenta lemon coral,Manufacturer#3,Brand#31,PROMO PLATED STEEL,34,JUMBO BOX,1689.78,latele,94
1789,magenta peach turquoise red papaya,Manufacturer#2,Brand#21,PROMO PLATED STEEL,29,WRAP PKG,1690.78,e slyly silen,94
1790,tomato ghost frosted cornflower salmon,Manufacturer#3,Brand#32,ECONOMY PLATED COPPER,31,MED CAN,1691.79,special ,17
1791,smoke coral bisque turquoise frosted,Manufacturer#1,Brand#14,LARGE BRUSHED NICKEL,18,WRAP PACK,1692.79,ic ins,33
1792,light rose maroon peru blush,Manufacturer#4,Brand#42,SMALL PLATED TIN,30,SM PACK,1693.79, fluffily above the bl,120
1793,almond thistle puff powder cyan,Manufacturer#1,Brand#13,ECONOMY BURNISHED NICKEL,27,LG PKG,1694.79,lar deposits doze ,13
1794,dodger green puff thistle light,Manufacturer#3,Brand#32,ECONOMY BRUSHED NICKEL,11,SM PKG,1695.79,ages. sl,8
1795,green puff rosy burlywood rose,Manufacturer#4,Brand#43,ECONOMY ANODIZED TIN,13,MED JAR,1696.79,ly special ac,5
1796,sienna forest khaki frosted burlywood,Manufacturer#4,Brand#42,LARGE POLISHED BRASS,6,JUMBO CASE,1697.79,final accounts nag f,46
1797,floral black chartreuse dark saddle,Manufacturer#4,Brand#44,LARGE BRUSHED NICKEL,25,LG CAN,1698.79,ole. blithely even,33
1798,gainsboro turquoise chiffon metallic tomato,Manufacturer#4,Brand#45,PROMO PLATED NICKEL,3,SM PACK,1699.79, deposits s,93
1799,chiffon deep sienna burlywood lace,Manufacturer#5,Brand#51,ECONOMY PLATED COPPER,15,SM CAN,1700.79,gged packa,17
1800,orange cornsilk tomato indian cornflower,Manufacturer#2,Brand#22,LARGE BURNISHED NICKEL,8,SM BAG,1701.8,gular accounts nag a,38
1801,deep slate aquamarine honeydew floral,Manufacturer#4,Brand#44,ECONOMY BRUSHED STEEL,40,WRAP BOX,1702.8,eposit,9
1802,coral ivory powder chartreuse chocolate,Manufacturer#1,Brand#11,PROMO BURNISHED TIN,32,SM PACK,1703.8,c packages sleep,90
1803,blue white cornflower chartreuse burnished,Manufacturer#1,Brand#14,STANDARD BRUSHED NICKEL,15,JUMBO CAN,1704.8,y about t,133
1804,firebrick white puff royal deep,Manufacturer#1,Brand#13,MEDIUM BRUSHED TIN,33,WRAP BOX,1705.8,nto beans cajol,60
1805,bisque cream turquoise almond goldenrod,Manufacturer#5,Brand#54,MEDIUM POLISHED STEEL,43,LG PACK,1706.8,thely along,74
1806,chocolate pale light papaya salmon,Manufacturer#2,Brand#24,MEDIUM BRUSHED TIN,16,MED CAN,1707.8,slyly re,60
1807,lime beige dodger cornsilk deep,Manufacturer#4,Brand#43,LARGE ANODIZED COPPER,44,JUMBO CASE,1708.8,kly re,27
1808,sandy spring rosy deep misty,Manufacturer#2,Brand#23,LARGE ANODIZED COPPER,13,LG PKG,1709.8,he carefully unusua,27
1809,medium purple pale dim dark,Manufacturer#2,Brand#21,ECONOMY ANODIZED NICKEL,13,JUMBO DRUM,1710.8,e carefully spe,3
1810,floral gainsboro tomato burlywood drab,Manufacturer#4,Brand#44,LARGE BRUSHED TIN,11,SM CAN,1711.81, the carefully regular,35
1811,moccasin sky peru dim misty,Manufacturer#2,Brand#22,SMALL BURNISHED NICKEL,42,JUMBO CAN,1712.81, the bl,113
1812,burlywood ivory grey cornsilk drab,Manufacturer#3,Brand#31,LARGE POLISHED STEEL,4,WRAP JAR,1713.81, fluffily. r,49
1813,dim royal khaki pale lavender,Manufacturer#5,Brand#51,LARGE PLATED COPPER,48,JUMBO BOX,1714.81,y regular deposi,42
1814,hot beige lawn blanched ghost,Manufacturer#5,Brand#54,PROMO POLISHED STEEL,42,MED DRUM,1715.81, accounts,99
1815,dim goldenrod white burlywood olive,Manufacturer#5,Brand#53,SMALL ANODIZED TIN,37,SM CAN,1716.81,ongside o,105
1816,violet gainsboro royal khaki sienna,Manufacturer#2,Brand#21,MEDIUM BRUSHED TIN,13,SM BAG,1717.81,s nag blithely ,60
1817,sandy pale coral magenta orchid,Manufacturer#4,Brand#41,STANDARD ANODIZED COPPER,40,MED DRUM,1718.81,"the regular, sp",127
1818,dim brown peach beige burnished,Manufacturer#4,Brand#44,MEDIUM PLATED NICKEL,30,WRAP CAN,1719.81,timents. quickly un,68
1819,pale dark antique deep seashell,Manufacturer#3,Brand#33,MEDIUM POLISHED NICKEL,18,WRAP DRUM,1720.81,uriously fl,73
1820,indian burlywood blanched burnished chartreuse,Manufacturer#3,Brand#35,PROMO POLISHED BRASS,26,WRAP CAN,1721.82,s. bold p,96
